urun_adi,Fiyat_str,gelis_fiyati_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
SAMSUNG SCX-D6345A (20K),"28.50 USD 1,134.53 TL",28.50,20000,8,0,12144,SAMSUNG SCX-D6345A: SCX6345
SAMSUNG SCX-D6555A (25K),20.56 USD 818.45 TL,20.56,25000,50,2,11642,"SAMSUNG SCX-D6555A: SCX6545, SCX6555"
SAMSUNG SL-C3010 Black (CLT-K503L) (8K),15.83 USD 630.16 TL,15.83,8000,20,1,11656,"SAMSUNG CLT-K503L: SL-C3010, SL-C3060"
SAMSUNG SL-C3010 Cyan (CLT-C503L) (5K),15.83 USD 630.16 TL,15.83,5000,10,0,11657,"SAMSUNG CLT-C503L: SL-C3010, SL-C3060"
SAMSUNG SL-C3010 Magenta (CLT-M503L) (5K),15.83 USD 630.16 TL,15.83,5000,20,0,11658,"SAMSUNG CLT-M503L: SL-C3010, SL-C3060"
SAMSUNG SL-C3010 Yellow (CLT-Y503L) (5K),15.83 USD 630.16 TL,15.83,5000,30,2,11659,"SAMSUNG CLT-Y503L: SL-C3010, SL-C3060"
SAMSUNG XPRESS SL-C430 Black (CLT-K404S) (1.5K),7.16 USD 285.03 TL,7.16,1500,50,2,11652,"SAMSUNG CLT-K404S: SL-C430, SL-C480"
SAMSUNG XPRESS SL-C430 Cyan (CLT-C404S) (1K),7.16 USD 285.03 TL,7.16,1000,50,1,11653,"SAMSUNG CLT-C404S: SL-C430, SL-C480"
SAMSUNG XPRESS SL-C430 Magenta (CLT-M404S) (1K),7.16 USD 285.03 TL,7.16,1000,50,2,11654,"SAMSUNG CLT-M404S: SL-C430, SL-C480"
SAMSUNG XPRESS SL-C430 Yellow (CLT-Y404S) (1K),7.16 USD 285.03 TL,7.16,1000,50,1,11655,"SAMSUNG CLT-Y404S: SL-C430, SL-C480"
SAMSUNG ML-1610 & XEROX 3117 (3K),6.53 USD 259.95 TL,6.53,3000,100,7,15153,"SAMSUNG MLT-D119S: ML1610, ML1615, ML1620, ML1625, ML2010, ML2510, ML2570, ML2571, SCX4321, SCX4521; XEROX 106R01159: PHASER 3117, 3122, 3124, 3125"
SAMSUNG ML-1710D3 & XEROX 3115 (3K),7.04 USD 280.25 TL,07.04,3000,9,0,15131,"SAMSUNG ML-1710D3: ML1410, ML1500, ML1510, ML1520, ML1710, ML1740, ML1750, ML1755; SAMSUNG SCX-4100D3: SCX4100; SAMSUNG SCX-4216D3: SCX4016, SCX4116, SCX 4216, SF560, SF565, SF750, SF755; XEROX 109R00725: PHASER 3115, 3116, 3120, 3121, 3130; XEROX 113R00667: PE16"
SAMSUNG SCX-D4200A &XEROX PE114 (3K),8.09 USD 322.05 TL,08.09,3000,50,1,15185,SAMSUNG SCX-D4200A: SCX4200; XEROX 013R00607: PE114
"XEROX B1022,B1025 (006R01731)","37.50 USD 1,492.80 TL",37.50,13700,10,0,12990,"XEROX 006R01731: B1022, B1025"
"XEROX B205, B210, B215 (106R04348) (3K)",6.84 USD 272.29 TL,6.84,3000,50,4,12196,"XEROX 106R04348: B205, B210, B215"
"XEROX B205,B210,B215 (106R04348) Chipsiz (3K)",4.67 USD 185.90 TL,4.67,3000,100,1,12809,"XEROX 106R04348: B205, B210, B215"
"XEROX B225,B230,B235 (006R04403) (3K)","33.26 USD 1,324.02 TL",33.26,3000,0,0,17096,"XEROX 006R04403: B225, B230, B235"
"XEROX B225,B230,B235 (006R04403) Chipsiz (3K)",6.26 USD 249.20 TL,6.26,3000,20,0,16730,"XEROX 006R04403: B225, B230, B235"
"XEROX B225,B230,B235 (006R04404) (6K)","41.59 USD 1,655.62 TL",41.59,6000,4,1,17097,"XEROX 006R04404: B225, B230, B235"
"XEROX B225,B230,B235 (006R04404) Chipsiz (6K)",6.06 USD 241.24 TL,06.06,6000,9,0,16760,"XEROX 006R04404: B225, B230, B235"
"XEROX B305, B310, B315 (006R04376) (3K)","45.96 USD 1,829.58 TL",45.96,3000,0,0,17193,"XEROX 006R04376: B305, B310, B315"
"XEROX B305, B310, B315 (006R04377) (8K)","50.00 USD 1,990.41 TL",50.00,8000,4,0,17194,"XEROX 006R04377: B305, B310, B315"
"XEROX B305, B310, B315 (006R04378) (20K)","62.50 USD 2,488.01 TL",62.50,20000,1,0,17195,"XEROX 006R04378: B305, B310, B315"
"XEROX C230, C235 Black (006R04395) (3K)","44.59 USD 1,775.04 TL",44.59,3000,0,0,17197,"XEROX 006R04395: C230, C235"
"XEROX C230, C235 Cyan (006R04396) (2.5K)","44.59 USD 1,775.04 TL",44.59,2500,1,0,17198,"XEROX 006R04396: C230, C235"
"XEROX C230, C235 Magenta (006R04397) (2.5K)","44.59 USD 1,775.04 TL",44.59,2500,1,0,17199,"XEROX 006R04397: C230, C235"
"XEROX C230, C235 Yellow (006R04398) (2.5K)","44.59 USD 1,775.04 TL",44.59,2500,1,0,17200,"XEROX 006R04398: C230, C235"
XEROX DOCUCENTRE SC-2020 Black (006R01693) (9K),9.94 USD 395.69 TL,9.94,9000,20,1,12810,XEROX 006R01693: DOCUCENTRE SC2020
XEROX DOCUCENTRE SC-2020 Cyan (006R01694) (3K),8.06 USD 320.85 TL,08.06,3000,10,1,12811,XEROX 006R01694: DOCUCENTRE SC2020
XEROX DOCUCENTRE SC-2020 Magenta (006R01695) (3K),8.06 USD 320.85 TL,08.06,3000,10,1,12812,XEROX 006R01695: DOCUCENTRE SC2020
XEROX DOCUCENTRE SC-2020 Yellow (006R01696) (3K),8.06 USD 320.85 TL,08.06,3000,10,1,12813,XEROX 006R01696: DOCUCENTRE SC2020
XEROX PHASER 3010 (106R02182) Yüksek Kapasite (2.3K),1.85 USD 73.64 TL,1.85,2300,0,0,11422,"XEROX 106R02182: Phaser 3010, Phaser 3040, WorkCentre3045"
XEROX PHASER 3020 (106R02773) (1.5K),4.92 USD 195.86 TL,4.92,1500,100,100,15107,"XEROX 106R02773: Phaser 3020, WorkCentre 3025, NL-5928 RC VENLO"
XEROX PHASER 3052 (101R00474) Drum Unit (10K),4.67 USD 185.90 TL,4.67,10000,100,5,12589,"XEROX 101R00474: Phaser 3052, Phaser 3260, WorkCentre 3215, WorkCentre 3225"
XEROX PHASER 3052 (106R02778) (3K),4.73 USD 188.29 TL,4.73,3000,100,6,11590,"XEROX 106R02778: Phaser 3052, Phaser 3260, WorkCentre 3215, WorkCentre 3225"
XEROX PHASER 3100 (106R01379) Yüksek Kapasite (4K),12.22 USD 486.45 TL,12.22,4000,40,3,15018,XEROX 106R01379: Phaser 3100
XEROX PHASER 3140 (108R00909) Yüksek Kapasite (2.5K),6.41 USD 255.17 TL,6.41,2500,100,7,15049,"XEROX 108R00909: Phaser 3140, Phaser 3155, Phaser 3160"
XEROX PHASER 3200MFP (113R00730) Yüksek Kapasite (3K),10.42 USD 414.80 TL,10.42,3000,8,0,15249,XEROX 113R00730: Phaser 3200MFP
XEROX PHASER 3250 (106R01374) Yüksek Kapasite (5K),10.00 USD 398.08 TL,10.00,5000,100,1,15021,XEROX 106R01374: Phaser 3250
XEROX PHASER 3300 (106R01411) (4K),9.83 USD 391.31 TL,9.83,4000,7,0,11346,XEROX 106R01411: Phaser 3300
XEROX PHASER 3300 (106R01412) Yüksek Kapasite (8K),9.94 USD 395.69 TL,9.94,8000,10,1,11388,XEROX 106R01412: Phaser 3300
XEROX PHASER 3320 (106R02304) (5K),6.61 USD 263.13 TL,6.61,5000,100,0,12590,XEROX 106R02304: PHASER 3320
XEROX PHASER 3320 (106R02306) Yüksek Kapasite (11K),7.22 USD 287.41 TL,7.22,11000,50,6,15071,XEROX 106R02306: Phaser 3320
XEROX PHASER 3330 (106R03621) (8.5K),7.91 USD 314.88 TL,7.91,8500,50,2,11666,"XEROX 106R03621: Phaser 3330, WorkCentre 3335, WorkCentre 3345"
XEROX PHASER 3330 (106R03623) Yüksek Kapasite (15K),9.02 USD 359.07 TL,09.02,15000,50,2,11667,"XEROX 106R03623: Phaser 3330, WorkCentre 3335, WorkCentre 3345"
XEROX PHASER 3330 Drum Unit (106R00555) (30K),5.89 USD 234.47 TL,5.89,30000,100,5,12798,"XEROX 106R00555: PHASER 3330, WORKCENTRE 3335, WORKCENTRE 3345"
XEROX PHASER 3435 (106R01414) (4K),7.78 USD 309.71 TL,7.78,4000,5,0,12826,XEROX 106R01414: PHASER 3435
XEROX PHASER 3435 Yüksek Kapasite (106R01415) (10K),15.00 USD 597.12 TL,15.00,10000,30,0,12827,XEROX 106R01415: PHASER 3435
XEROX PHASER 3600 (106R01371) (14K),"28.13 USD 1,119.80 TL",28.13,14000,6,1,11650,XEROX 106R01371: Phaser 3600
XEROX PHASER 3610 (106R02721) (5.9K),4.92 USD 195.86 TL,4.92,5900,50,4,11605,"XEROX 106R02721: Phaser 3610, WorkCentre 3615, Docuprint M455, Docuprint P455"
XEROX PHASER 3610 (106R02723) Yüksek Kapasite (14.1K),6.61 USD 263.13 TL,6.61,14100,40,3,11600,"XEROX 106R02723: Phaser 3610, WorkCentre 3615, Docuprint M455, Docuprint P455"
XEROX PHASER 3635 (108R00796) Yüksek Kapasite (10K),9.44 USD 375.79 TL,9.44,10000,100,0,15228,XEROX 108R00796: Phaser 3635
XEROX PHASER 6000 Black (106R01634) (2K),3.76 USD 149.68 TL,3.76,2000,10,1,11403,"XEROX 106R01634: Phaser 6000, Phaser 6010, WorkCentre 6015"
XEROX PHASER 6000 Cyan (106R01631) (1K),3.50 USD 139.33 TL,3.50,1000,30,1,11404,"XEROX 106R01631: Phaser 6000, Phaser 6010, WorkCentre 6015"
XEROX PHASER 6000 Magenta (106R01632) (1K),3.50 USD 139.33 TL,3.50,1000,40,1,11405,"XEROX 106R01632: Phaser 6000, Phaser 6010, WorkCentre 6015"
XEROX PHASER 6000 Yellow (106R01633) (1K),3.50 USD 139.33 TL,3.50,1000,30,1,11406,"XEROX 106R01633: Phaser 6000, Phaser 6010, WorkCentre 6015"
XEROX PHASER 6020 Black(106R02763) (2K),3.11 USD 123.80 TL,3.11,2000,20,2,11595,"XEROX 106R02763: Phaser 6020, Phaser 6022, WorkCentre 6025, WorkCentre 6027"
XEROX PHASER 6020 Cyan(106R02760) (1K),3.11 USD 123.80 TL,3.11,1000,10,1,11596,"XEROX 106R02760: Phaser 6020, Phaser 6022, WorkCentre 6025, WorkCentre 6027"
XEROX PHASER 6020 Magenta(106R02761) (1K),3.11 USD 123.80 TL,3.11,1000,30,1,11597,"XEROX 106R02761: Phaser 6020, Phaser 6022, WorkCentre 6025, WorkCentre 6027"
XEROX PHASER 6020 Yellow(106R02762) (1K),3.11 USD 123.80 TL,3.11,1000,20,1,11598,"XEROX 106R02762: Phaser 6020, Phaser 6022, WorkCentre 6025, WorkCentre 6027"
XEROX PHASER 6110 Cyan (106R01206) (1K),4.90 USD 195.06 TL,4.90,1000,4,0,15216,"XEROX 106R01206: Phaser 6110, Phaser 6220"
XEROX PHASER 6110 Magenta (106R01205) (1K),4.90 USD 195.06 TL,4.90,1000,3,0,15217,"XEROX 106R01205: Phaser 6110, Phaser 6220"
XEROX PHASER 6110 Yellow (106R01204) (1K),4.90 USD 195.06 TL,4.90,1000,3,0,15218,"XEROX 106R01204: Phaser 6110, Phaser 6220"
XEROX PHASER 6121 HC Magenta (106R01474) (2.5K),13.50 USD 537.41 TL,13.50,2500,2,0,11456,XEROX 106R01474: Phaser 6121
XEROX PHASER 6130 Black (106R01285) (2.5K),6.75 USD 268.70 TL,6.75,2500,3,0,15261,XEROX 106R01285: Phaser 6130
XEROX PHASER 6130 Cyan (106R01282) (1.9K),6.75 USD 268.70 TL,6.75,1900,6,0,15262,XEROX 106R01282: Phaser 6130
XEROX PHASER 6130 Magenta (106R01283) (1.9K),6.75 USD 268.70 TL,6.75,1900,5,0,15263,XEROX 106R01283: Phaser 6130
XEROX PHASER 6130 Yellow (106R01284) (1.9K),6.75 USD 268.70 TL,6.75,1900,2,0,15264,XEROX 106R01284: Phaser 6130
XEROX PHASER 6500 Black (106R01604) (3K),3.44 USD 136.94 TL,3.44,3000,40,1,11471,"XEROX 106R01604: Phaser 6500, WorkCentre 6505"
XEROX PHASER 6500 Cyan (106R01601) Yüksek Kapasite (2.5K),3.39 USD 134.95 TL,3.39,2500,10,1,11472,"XEROX 106R01601: Phaser 6500, WorkCentre 6505"
XEROX PHASER 6500 Magenta (106R01602) Yüksek Kapasite (2.5K),3.39 USD 134.95 TL,3.39,2500,10,1,11473,"XEROX 106R01602: Phaser 6500, WorkCentre 6505"
XEROX PHASER 6500 Yellow (106R01603) Yüksek Kapasite (2.5K),3.39 USD 134.95 TL,3.39,2500,10,1,11474,"XEROX 106R01603: Phaser 6500, WorkCentre 6505"
XEROX PHASER 6510 Black (106R03488) Yüksek Kapasite (5.5K),4.17 USD 166.00 TL,4.17,5500,30,3,11741,"XEROX 106R03488: Phaser 6510, WorkCentre 6515"
XEROX PHASER 6510 Cyan (106R03485) Yüksek Kapasite (2.4K),4.17 USD 166.00 TL,4.17,2400,50,1,11742,"XEROX 106R03485: Phaser 6510, WorkCentre 6515"
XEROX PHASER 6510 Magenta (106R03486) Yüksek Kapasite (2.4K),4.17 USD 166.00 TL,4.17,2400,10,1,11743,"XEROX 106R03486: Phaser 6510, WorkCentre 6515"
XEROX PHASER 6510 Yellow (106R03487) Yüksek Kapasite (2.4K),4.17 USD 166.00 TL,4.17,2400,20,2,11744,"XEROX 106R03487: Phaser 6510, WorkCentre 6515"
XEROX PHASER 6600 Black (106R02236) (8K),5.83 USD 232.08 TL,5.83,8000,20,1,11629,"XEROX 106R02236: Phaser 6600, WorkCentre 6605"
XEROX PHASER 6600 Cyan (106R02233) (6K),5.83 USD 232.08 TL,5.83,6000,30,1,11630,"XEROX 106R02233: Phaser 6600, WorkCentre 6605"
XEROX PHASER 6600 Magenta (106R02234) (6K),5.83 USD 232.08 TL,5.83,6000,30,1,11631,"XEROX 106R02234: Phaser 6600, WorkCentre 6605"
XEROX PHASER 6600 Yellow (106R02235) (6K),5.83 USD 232.08 TL,5.83,6000,30,1,11632,"XEROX 106R02235: Phaser 6600, WorkCentre 6605"
XEROX PHASER 7100 Black (106R02612) (5K),9.90 USD 394.10 TL,9.90,5000,10,2,11384,XEROX 106R02612: Phaser 7100
XEROX PHASER 7100 Cyan (106R02606) (4.5K),9.90 USD 394.10 TL,9.90,4500,10,0,11385,XEROX 106R02606: Phaser 7100
XEROX PHASER 7100 Magenta (106R02607) (4.5K),9.90 USD 394.10 TL,9.90,4500,10,2,11386,XEROX 106R02607: Phaser 7100
XEROX PHASER 7100 Yellow (106R02608) (4.5K),9.90 USD 394.10 TL,9.90,4500,10,1,11387,XEROX 106R02608: Phaser 7100
XEROX PHASER 7500 Cyan (106R01443) (17.8K),17.75 USD 706.59 TL,17.75,17800,10,0,11417,XEROX 106R01443: Phaser 7500
XEROX PHASER 7500 Yellow (106R01445) (17.8K),17.75 USD 706.59 TL,17.75,17800,10,0,11419,XEROX 106R01445: Phaser 7500
XEROX VERSALINK B400 (106R03585) (24.6K),5.78 USD 230.09 TL,5.78,24600,50,1,15115,"XEROX 106R03585: VERSALINK B400, B405"
XEROX VERSALINK B7025 (106R03396) (31K),"36.67 USD 1,459.76 TL",36.67,31000,50,1,13062,"XEROX 106R03396: VERSALINK B7025,B7030,B7035"
XEROX WORKCENTRE 3119 (013R00625) (3K),7.72 USD 307.32 TL,7.72,3000,2,0,15236,XEROX 013R00625: WorkCentre 3119
"XEROX WORKCENTRE 3210,3220 (106R01487) Yüksek Kapasite. (4.1K)",10.14 USD 403.65 TL,10.14,4100,10,1,11348,"XEROX 106R01487: WorkCentre 3210, WorkCentre 3220"
"XEROX WORKCENTRE 3315,3325 (106R02310) (5K)",9.02 USD 359.07 TL,09.02,5000,100,4,15229,"XEROX 106R02310: WorkCentre 3315, WorkCentre 3325"
"XEROX WORKCENTRE 3315,3325 (106R02312) (11K)",11.83 USD 470.93 TL,11.83,11000,50,0,16856,"XEROX 106R02312: WorkCentre 3315, WorkCentre 3325"
XEROX WORKCENTRE 3550 (106R01531) (11K),13.61 USD 541.79 TL,13.61,11000,10,1,11651,XEROX 106R01531: WorkCentre 3550
XEROX WORKCENTRE 4250 (106R01410) (25K),"34.67 USD 1,380.15 TL",34.67,25000,10,0,11535,"XEROX 106R01410: WorkCentre 4250, WorkCentre 4260"
XEROX WORKCENTRE 5225 (106R01305) (30K),9.94 USD 395.69 TL,9.94,30000,20,0,15177,"XEROX 106R01305: WorkCentre 5222, WorkCentre 5225, WorkCentre 5230"
XEROX WORKCENTRE 5325 (006R01160) (30K),9.44 USD 375.79 TL,9.44,30000,20,2,15186,"XEROX 006R01160: WorkCentre 5325, WorkCentre 5330, WorkCentre 5335"
XEROX WORKCENTRE 5645 (006R01046) (32K),"38.33 USD 1,525.84 TL",38.33,32000,8,0,14869,"XEROX 006R01046: CopyCentre C35, C45, C55, 232, 238, 245,255, DocuCentre 535, 545, 555, 232, 238, 245, 255, WorkCentre 5030, 5050, 5632, 5638, 5645, 5655, Pro 35, Pro 45, Pro 55, M35, M45, M55"
XEROX WORKCENTRE 6655 Black (106R02755) (12K),9.17 USD 365.04 TL,9.17,12000,9,1,12552,XEROX 106R02755: WORKCENTRE 6655
XEROX WORKCENTRE 6655 Cyan (106R02752) (7.5K),10.00 USD 398.08 TL,10.00,7500,10,1,12553,XEROX 106R02752: WORKCENTRE 6655
XEROX WORKCENTRE 6655 Magenta ((106R02753) (7.5K),10.00 USD 398.08 TL,10.00,7500,10,1,12554,XEROX 106R02753: WORKCENTRE 6655
XEROX WORKCENTRE 6655 Yellow ((106R02754) (7.5K),10.00 USD 398.08 TL,10.00,7500,20,1,12555,XEROX 106R02754: WORKCENTRE 6655
XEROX WORKCENTRE 7120 Black (006R01461) (22K),22.50 USD 895.68 TL,22.50,22000,10,1,12710,"XEROX 006R01461: WORKCENTRE 7120,7125,7220, 7225"
XEROX WORKCENTRE 7120 Cyan (006R01464) (15K),22.50 USD 895.68 TL,22.50,15000,7,1,12711,"XEROX 006R01464: WORKCENTRE 7120,7125,7220, 7225"
XEROX WORKCENTRE 7120 Magenta (006R01463) (15K),22.50 USD 895.68 TL,22.50,15000,9,1,12712,"XEROX 006R01463: WORKCENTRE 7120,7125,7220, 7225"
XEROX WORKCENTRE 7120 Yellow (006R01462) (15K),22.50 USD 895.68 TL,22.50,15000,8,1,12713,"XEROX 006R01462: WORKCENTRE 7120,7125,7220, 7225"
XEROX WORKCENTRE 7228 Cyan (006R01176) (16K),14.35 USD 571.25 TL,14.35,16000,4,0,12724,"XEROX 006R01176: WORKCENTRE 7228,7235,7245,7328,7335,7345,7346, C2128, C3545 - COPYCENTRE C2128, C3545"
XEROX WORKCENTRE 7228 Magenta (006R01177) (16K),14.35 USD 571.25 TL,14.35,16000,1,0,12725,"XEROX 006R01177: WORKCENTRE 7228,7235,7245,7328,7335,7345,7346, C2128, C3545 - COPYCENTRE C2128, C3545"
XEROX WORKCENTRE PE220 (013R00621) (3K),7.45 USD 296.57 TL,7.45,3000,50,0,15070,XEROX 013R00621: WorkCentre PE220
"XBox BROTHER DR-1040 (1000,1020) Drum Unit (10K)",3.16 USD 125.93 TL,3.16,10000,100,50,15012,"BROTHER DR1040: HL1110, HL1111, HL1112, HL1210, HL1211, HL1212, DCP1510, DCP1511, DCP1512, DCP1610, DCP1612, MFC1810, MFC1811, MFC1815, MFC1910, MFC1911"
XBox BROTHER DR-2025 Drum Unit (12K),5.06 USD 201.57 TL,05.06,12000,100,1,11856,"BROTHER DR2025: DCP7010, DCP7020, DCP7025, DCP7420, FAX2820, FAX2825, FAX2910, FAX2920, HL2030, HL2040, HL2070, MFC7220, MFC7225, MFC7420, MFC7820"
XBox BROTHER DR-2125 Drum Unit (12K),4.39 USD 174.72 TL,4.39,12000,100,3,12177,"BROTHER DR2125: HL2120, HL2140, HL2150, HL2170, DCP7030, DCP7040, DCP7045, MFC7320, MFC7340, MFC7345, MFC7440, MFC7450, MFC7480, MFC7840"
XBox BROTHER DR-2255 Drum Unit (12K),3.84 USD 152.78 TL,3.84,12000,100,3,11735,"BROTHER DR2255: HL2130, HL2220, HL2230, HL2240, HL2242, HL2250, HL2270, HL2275, HL2280, HL2800, DCP7055, DCP7060, DCP7065, DCP7070, FAX2840, FAX2845, FAX2940, FAX2950, MFC2360, MFC7240, MFC7360, MFC7365, MFC7460, MFC7470, MFC7860"
"XBox BROTHER DR-2305 (630,2320) Drum Unit (12K)",3.89 USD 154.67 TL,3.89,12000,100,10,11798,"BROTHER DR2305: HLL2300, HLL2305, HLL2320, HLL2340, HLL2360, HLL2365, HLL2380, DCPL2500, DCPL2520, DCPL2540, DCPL2560, MFCL2685, MFCL2700, MFCL2703, MFCL2705, MFCL2705, MFCL2720, MFCL2740"
XBox BROTHER DR-2406 Drum Unit (12K),4.11 USD 163.75 TL,4.11,12000,100,30,12763,"BROTHER DR2406: HL-L2316, HL-L2350, HL-L2351, HL-L2370, HL-L2375, HL-L2376, HL-L2385, HL-L2386, DCP-L2351, DCP-2535, DCP-L2550, DCP-L2395, MFC-L2710, MFC-L2713, MFC-L2715, MFC-L2716, MFC-L2750, MFC-L2751, MFC-L2770, MFC-L2771"
"XBox BROTHER DR-3115,DR-3215 Drum Unit (25K)",5.89 USD 234.47 TL,5.89,25000,30,0,16718,"BROTHER DR3115: HL5240, HL5250, HL5270, HL5280, DCP8060, DCP8065, MFC8460, MFC8470, MFC8660, MFC8670, MFC8860, MFC8870; BROTHER DR3215: HL5340, HL5350, HL5370, HL5380, DCP8070, DCP8080, DCP8085, MFC8370, MFC8380, MFC8480, MFC8680, MTF8690, MFC8880, MFC8890; KONICA MINOLTA A32W021: Bizhub 20"
XBox BROTHER DR-3355 Drum Unit (30K),4.85 USD 193.25 TL,4.85,30000,100,2,11888,"BROTHER DR3355: HL5440, HL5450, HL5470, HL6180, DCP8110, DCP8150, DCP8155, DCP8250, MFC8510, MFC8520, MFC8710, MFC8810, MFC8910, MFC8950"
XBox BROTHER DR-3405 Drum Unit (50K),4.96 USD 197.41 TL,4.96,50000,100,10,12501,"BROTHER DR3405: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
"XBox BROTHER TN-1040 (1000,1020) (1.5K)",1.80 USD 71.48 TL,1.80,1500,100,100,15026,"BROTHER TN1040: HL1110, HL1111, HL1112, HL1210, HL1211, HL1212, DCP1510, DCP1511, DCP1512, DCP1610, DCP1612, MFC1810, MFC1811, MFC1815, MFC1910, MFC1911"
XBox BROTHER TN-2025 (2.5K),3.25 USD 129.34 TL,3.25,2500,100,1,15028,"BROTHER TN2025: HL2030, HL2040, HL2070, DCP7010, DCP7020, DCP7025, DCP7420, FAX2820, FAX2825, FAX2910, FAX2920, MFC7220, MFC7225, MFC7420, MFC7820"
XBox BROTHER TN-2060 (0.7K),2.52 USD 100.22 TL,2.52,700,100,10,15030,"BROTHER TN2060: HL2130, HL2132, HL2135, DCP7055"
"XBox BROTHER TN-2150 (360,2120,2125) Yüksek Kapasite (2.6K)",3.79 USD 150.89 TL,3.79,2600,100,9,15033,"BROTHER TN2150 (TN2130): HL2120, HL2140, HL2150, HL2170, DCP7030, DCP7040, DCP7045, MFC7320, MFC7340, MFC7345, MFC7440, MFC7450, MFC7480, MFC7840"
"XBox BROTHER TN-2280 (450,2220) Yüksek Kapasite (2.6K)",2.90 USD 115.34 TL,2.90,2600,100,10,15031,"BROTHER TN2280 (TN2260): HL2220, HL2230, HL2240, HL2242, HL2250, HL2270, HL2275, HL2280, HL2800, DCP7060, DCP7065, DCP7070, FAX2840, FAX2845, FAX2940, FAX2950, MFC7240, MFC7360, MFC7365, MFC7460, MFC7860"
XBox BROTHER TN-2355 (630) Yüksek Kapasite (2.6K),2.62 USD 104.38 TL,2.62,2600,100,40,15051,"BROTHER TN2355 (TN2305): HLL2300, HLL2305, HLL2320, HLL2340, HLL2360, HLL2365, HLL2380, DCPL2500, DCPL2520, DCPL2540, DCPL2560, MFCL2685, MFCL2700, MFCL2703, MFCL2705, MFCL2705, MFCL2720, MFCL2740"
XBox BROTHER TN-2456 (3K),2.95 USD 117.61 TL,2.95,3000,100,100,12453,"BROTHER TN2456: HL-L2316, HL-L2350, HL-L2351, HL-L2370, HL-L2375, HL-L2376, HL-L2385, HL-L2386, DCP-L2351, DCP-2535, DCP-L2550, DCP-L2395, MFC-L2710, MFC-L2713, MFC-L2715, MFC-L2716, MFC-L2750, MFC-L2751, MFC-L2770, MFC-L2771"
XBox BROTHER TN-261C (TN-265) Cyan Yüksek Kapasite (2.2K),3.50 USD 139.17 TL,3.50,2200,20,5,15224,"BROTHER TN261C (TN265C): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
XBox BROTHER TN-261K Black (2.5K),3.30 USD 131.23 TL,3.30,2500,100,9,15223,"BROTHER TN261BK: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
XBox BROTHER TN-261M (TN-265) Magenta Yüksek Kapasite (2.2K),3.50 USD 139.17 TL,3.50,2200,20,5,15225,"BROTHER TN261M (TN265M): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
XBox BROTHER TN-261Y (TN-265) Yellow Yüksek Kapasite (2.2K),3.50 USD 139.17 TL,3.50,2200,20,5,15226,"BROTHER TN261Y (TN265Y): HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
XBox BROTHER TN-277 Black (3K),3.75 USD 149.38 TL,3.75,3000,100,20,12804,"BROTHER TN277BK (TN273BK): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
XBox BROTHER TN-277 Cyan (2.3K),3.75 USD 149.38 TL,3.75,2300,100,20,12805,"BROTHER TN277C (TN273C): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
XBox BROTHER TN-277 Magenta (2.3K),3.75 USD 149.38 TL,3.75,2300,100,20,12806,"BROTHER TN277M (TN273M): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
XBox BROTHER TN-277 Yellow (2.3K),3.75 USD 149.38 TL,3.75,2300,100,20,12807,"BROTHER TN277Y (TN273Y): HL-L3210,L3230,L3270,L3280 - MFC-L3250,L3710,L3730,L3740,L3750,L3770 - DCP-L3510,L3550,L3551"
"XBox BROTHER TN-3185,3290 Yüksek Kapasite (8K)",4.45 USD 176.99 TL,4.45,8000,100,6,11866,"BROTHER TN3185: HL5240, HL5250, HL5270, HL5280, DCP8060, DCP8065, MFC8460, MFC8470, MFC8660, MFC8670, MFC8860, MFC8870; BROTHER TN3290: HL5340, HL5350, HL5370, HL5380, DCP8070, DCP8080, DCP8085, MFC8370, MFC8380, MFC8480, MFC8680, MTF8690, MFC8880, MFC8890; KONICA MINOLTA A32W021: Bizhub 20"
"XBox BROTHER TN-3350 (750,3380) Yüksek Kapasite (8K)",4.79 USD 190.60 TL,4.79,8000,100,10,15039,"BROTHER TN3350 (TN3320): HL5440, HL5450, HL5470, HL6180, DCP8110, DCP8150, DCP8155, DCP8250, MFC8510, MFC8520, MFC8710, MFC8810, MFC8910, MFC8950"
